ID,Category,Unit,Rubric,Translation,Question,Choices,Solution,Image,Tags
679,CHAPTER 12 관계사절,UNIT 66 관계부사,문장을 완성하라.,당뇨병은 상태이다 [신체가 조절할 수 없는 / 당의 양을 (혈액 속의)].,{{c1::Diabetes is a condition that the body can’t control the amount of sugar in the blood.}},diabetes / is / a condition / that / the body / can’t control / the amount of sugar / in the blood,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사
680,CHAPTER 12 관계사절,UNIT 66 관계부사,문장을 완성하라.,이유는 [사람들이 성공을 얻지 못하는] / ~이다 // 그것이 힘든 일로 위장해 있는 것.,{{c1::The reason why people do not obtain success is that it is disguised as hard work.}},the reason / why / people / do not obtain / success / is / that / it / is disguised / as / hard work,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사
681,CHAPTER 12 관계사절,UNIT 66 관계부사,문장을 완성하라.,하나는 (이유들 중) [사람들이 (다른 나라에서 온) / 서로의 농담을 이해하지 못하는] / 문화 차 이다.,{{c1::One of the reasons that people from different countries can’t understand each other’s jokes is cultural differences.}},one of the reasons / that / people / from different countries / can’t understand / each other’s jokes / is / cultural differences,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사
682,CHAPTER 12 관계사절,UNIT 66 관계부사,문장을 완성하라.,고정관념은 절대 영향을 미쳐선 안 된다 // 우리가 다른 것[사람]을 다루거나 대우하는 방식에,{{c1::Stereotypes should never influence how we deal with or treat others.}},stereotypes / should / never / influence / how / we / deal with or treat / others,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사
683,CHAPTER 12 관계사절,UNIT 66 관계부사,문장을 완성하라.,유일한 방법은 [젊은 사람들이 배울 수 있는] / 그들 스스로 실수를 하는 것이다.,{{c1::The only way that young people can learn is to make their own mistakes.}},the only way / that / young people / can learn / is / to / make / their own mistakes,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사
684,CHAPTER 12 관계사절,UNIT 66 관계부사,문장을 완성하라.,현재는 유일한 순간이다 [당신이 행동을 할 수 있는].,{{c1::The present is the only moment when you can take action.}},the present / is / the only moment / when / you / can / take / action,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사
685,CHAPTER 12 관계사절,UNIT 66 관계부사,문장을 완성하라.,교육은 강력한 무기이다 [당신이 사용할 수 있는 / 세상을 변화시키기 위해].,{{c1::Education is a powerful weapon which you can use to change the world.}},education / is / a powerful weapon / which / you / can / use / to / change the world,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사
686,CHAPTER 12 관계사절,UNIT 66 관계부사,문장을 완성하라.,인생과 스포츠는 제시한다 / 많은 상황들을 [중요하고 어려운 결정이 내려져야 하는].,{{c1::Life and sports present many situations where critical and difficult decisions have to be made.}},life and sports / present / many situations / where / critical and difficult decisions / have / to / be made,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_66_관계부사
687,CHAPTER 12 관계사절,UNIT 67 관계사와 생략,문장을 완성하라.,경험은 명칭이다 [모두가 자신들의 실수에 부여하는].,{{c1::Experience is the name everyone gives to their mistakes.}},experience / is / the name / everyone / gives / to their mistakes,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략
688,CHAPTER 12 관계사절,UNIT 67 관계사와 생략,문장을 완성하라.,우리는 그녀를 자산으로 여긴다 [어떠한 조직도 함께 일하고 싶어 하는].,{{c1::We consider her an asset any organization would like to work with.}},we / consider / her / an asset / any organization / would like / to work with,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략
689,CHAPTER 12 관계사절,UNIT 67 관계사와 생략,문장을 완성하라.,교훈은 (우화의) / 원칙 또는 가르침이다 [그것이 가르쳐주는].,{{c1::The moral of a fable is the principle or lesson it teaches.}},the moral of a fable / is / the principle or lesson / it / teaches,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략
690,CHAPTER 12 관계사절,UNIT 67 관계사와 생략,문장을 완성하라.,모든 사람은 [여러분이 만날] / 무언가를 알고 있다 [여러분이 알지 못하는].,{{c1::Everyone you will ever meet knows something you don’t.}},everyone / you / will ever meet / knows / something / you don’t,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략
691,CHAPTER 12 관계사절,UNIT 67 관계사와 생략,문장을 완성하라.,봄은 ~이다 / 생명이 만물에 살아 있는 때.,{{c1::Spring is when life is alive in everything.}},spring / is / when / life / is / alive / in everything,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략
692,CHAPTER 12 관계사절,UNIT 67 관계사와 생략,문장을 완성하라.,순간은 [네가 그만두기를 원하는] / 순간이다 [네가 계속 밀고 나아갈 필요가 있는].,{{c1::The moment you want to quit is the moment you need to keep pushing.}},the moment / you / want / to quit / is / the moment / you / need / to keep / pushing,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략
693,CHAPTER 12 관계사절,UNIT 67 관계사와 생략,문장을 완성하라.,가정은 ~이다 / 아이들이 안전함과 안정감을 느껴야 하는 곳.,{{c1::Home is where children should feel safe and stable.}},home / is / where / children / should / feel / safe and stable,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략
694,CHAPTER 12 관계사절,UNIT 67 관계사와 생략,문장을 완성하라.,기억하니 / 장소를 [우리가 처음 만났던]?,{{c1::Do you remember the place we first met?}},do / you / remember / the place / we / first / met,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략
695,CHAPTER 12 관계사절,UNIT 67 관계사와 생략,문장을 완성하라.,"사람들이 일요일보다 금요일을 더 선호하는 이유는 // 금요일은 가능성을 가져오기 때문이다 / 즉, 앞으로 다가올 주말의 가능성을.",{{c1::Why people prefer Friday to Sunday is that Friday brings promise ― the promise of the weekend ahead.}},why / people / prefer / Friday to Sunday / is / that / Friday / brings / promise / the promise of the weekend ahead,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략
696,CHAPTER 12 관계사절,UNIT 67 관계사와 생략,문장을 완성하라.,하나는 (이유들 중) [성인들이 배움을 중단하는] / ~이다 // 그들이 점점 실패를 덜 무릅쓰려고 하게 되는 것.,{{c1::One of the reasons mature people stop learning is that they become less and less willing to risk failure.}},one of the reasons / mature people / stop / learning / is / that / they / become / less and less willing / to / risk / failure,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_67_관계사와생략
697,CHAPTER 12 관계사절,UNIT 68 선행사와 떨어진 관계사절,문장을 완성하라.,당신은 친구들이 필요하다 / 당신의 인생에 / [당신을 믿고 응원하는].,{{c1::You need friends in your life who believe in you and cheer you on.}},you / need / friends / in your life / who / believe in / you / and / cheer / you / on,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_68_선행사와_떨어진_관계사절
698,CHAPTER 12 관계사절,UNIT 68 선행사와 떨어진 관계사절,문장을 완성하라.,때가 분명히 올 것이다 [내 말이 실현될].,{{c1::The time will surely come when my words will come true.}},the time / will surely come / when / my words / will / come / true,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_68_선행사와_떨어진_관계사절
699,CHAPTER 12 관계사절,UNIT 68 선행사와 떨어진 관계사절,문장을 완성하라.,"블랙홀은 부분이다 (우주 공간에 있는) / [빛 자체를 포함하여, 모든 것이 안으로 끌려 들어가 는].","{{c1::A black hole is an area in outer space into which everything, including light itself, is pulled.}}",a black hole / is / an area / in outer space / into / which / everything including light itself / is / pulled,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_68_선행사와_떨어진_관계사절
700,CHAPTER 12 관계사절,UNIT 68 선행사와 떨어진 관계사절,문장을 완성하라.,체육은 활동들을 제공해야 한다 / 어린 학생들에게 / [의미 있고 즐길 만한].,{{c1::Physical education should offer activities to young students which are meaningful and enjoyable.}},physical education / should / offer / activities / to young students / which / are / meaningful and enjoyable,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_68_선행사와_떨어진_관계사절
701,CHAPTER 12 관계사절,UNIT 68 선행사와 떨어진 관계사절,문장을 완성하라.,가상현실은 환경이다 (컴퓨터에 의해서 만들어진) / [거의 현실처럼 보이는].,{{c1::Virtual reality is an environment created by computers which seems almost real.}},virtual reality / is / an environment / created by computers / which / seems / almost real,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_68_선행사와_떨어진_관계사절
702,CHAPTER 12 관계사절,UNIT 68 선행사와 떨어진 관계사절,문장을 완성하라.,당신은 유일한 사람이다 [내가 만난] [나를 이해하는].,{{c1::You are the only person I’ve ever met who understands me.}},you / are / the only person / I / have / ever / met / who / understands / me,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_68_선행사와_떨어진_관계사절
703,CHAPTER 12 관계사절,UNIT 68 선행사와 떨어진 관계사절,문장을 완성하라.,많은 것이 있다 [네가 배우는 것이 중요한 / 그러나 결코 교실에서는 배울 수 없는].,{{c1::There are many things which are important for you to learn but which can never be taught in a classroom.}},there are / many things / which / are important / for you / to learn / but / which / can / never / be taught in a classroom,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_68_선행사와_떨어진_관계사절
704,CHAPTER 12 관계사절,UNIT 68 선행사와 떨어진 관계사절,문장을 완성하라.,이것은 유일한 여행안내서이다 [내가 읽도록 추천받은] [정말로 유용한].,{{c1::This is the only travel guidebook I was recommended to read which is really useful.}},this / is / the only travel guidebook / I / was recommended / to read / which / is / really useful,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_68_선행사와_떨어진_관계사절
705,CHAPTER 12 관계사절,UNIT 69 명사절을 이끄는 관계대명사 what,문장을 완성하라.,너는 잊지 말아야 한다 // 내가 네게 말하려는 것을.,{{c1::You must not forget what I’m going to tell you.}},you / must not / forget / what / I’m going to / tell / you,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_69_명사절을_이끄는_관계대명사_what
706,CHAPTER 12 관계사절,UNIT 69 명사절을 이끄는 관계대명사 what,문장을 완성하라.,요람에서 배운 것이 // 무덤까지 간다.,{{c1::What is learned in the cradle is carried to the grave.}},what / is / learned / in the cradle / is / carried / to the grave,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_69_명사절을_이끄는_관계대명사_what
707,CHAPTER 12 관계사절,UNIT 69 명사절을 이끄는 관계대명사 what,문장을 완성하라.,관련지어 생각하라 // 당신이 배우고 있는 것을 / 당신이 이미 알고 있는 것과 / 학습 내용을 외우기 위해.,{{c1::Associate what you are learning with what you already know to memorize the learning material.}},associate / what / you are learning / with / what / you already know / to memorize / the learning material,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_69_명사절을_이끄는_관계대명사_what
708,CHAPTER 12 관계사절,UNIT 69 명사절을 이끄는 관계대명사 what,문장을 완성하라.,패배하는 것은 / 대개 일시적이다. 포기하는 것이 ~이다 // 그것(=패배하는 것)을 영원하게 만 드는 것.,{{c1::Being defeated is often temporary. Giving up is what makes it permanent.}},being defeated / is / often / temporary / giving up / is / what / makes / it / permanent,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_69_명사절을_이끄는_관계대명사_what
709,CHAPTER 12 관계사절,UNIT 69 명사절을 이끄는 관계대명사 what,문장을 완성하라.,우리는 사람을 판단해야 한다 / 그의 재산이 아니라 / 그의 인격으로.,{{c1::We should judge a man not by what he has but by what he is.}},we / should / judge / a man / not by / what / he / has / but by / what / he / is,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_69_명사절을_이끄는_관계대명사_what
710,CHAPTER 12 관계사절,UNIT 69 명사절을 이끄는 관계대명사 what,문장을 완성하라.,사람들이 할 필요가 있는 것은 // 인정하는 것이다 / 어떤 일들은 그들의 통제 밖임을.,{{c1::What people need to do is to accept that some things are beyond their control.}},what / people / need / to do / is / to accept / that / some things / are / beyond / their control,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_69_명사절을_이끄는_관계대명사_what
711,CHAPTER 12 관계사절,UNIT 70 명사절을 이끄는 복합관계대명사,문장을 완성하라.,행복한 누구든지 // 다른 이들 또한 행복하게 만들 것이다.,{{c1::Whoever is happy will make others happy too.}},whoever / is / happy / will / make / others / happy too,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_70_명사절을_이끄는_복합관계대명사
712,CHAPTER 12 관계사절,UNIT 70 명사절을 이끄는 복합관계대명사,문장을 완성하라.,우리는 권리를 가지고 있다 (선출할 // 우리가 원하는 누구든지).,{{c1::We have a right to elect whoever we want.}},we / have / a right / to elect / whoever / we / want,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_70_명사절을_이끄는_복합관계대명사
713,CHAPTER 12 관계사절,UNIT 70 명사절을 이끄는 복합관계대명사,문장을 완성하라.,"조언을 구하라 / 당신이 의지하는 누구에게든, // 그러면 당신은 귀중한 피드백을 받게 될 것이 다.","{{c1::Ask for advice to whomever you depend on, and you’ll get valuable feedback.}}",ask for / advice / to / whomever / you / depend on / you’ll / get / valuable feedback,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_70_명사절을_이끄는_복합관계대명사
714,CHAPTER 12 관계사절,UNIT 70 명사절을 이끄는 복합관계대명사,문장을 완성하라.,당신은 긴장을 풀 수 있다 / 산책을 함으로써 / 또는 요가를 함으로써. 긴장을 풀려고 해라 / 사용해서 // 당신에게 가장 잘 맞는 어느 방법이든.,You can relax by taking a walk or by practicing yoga. {{c1::Try to relax by using whichever method suits you best.}},try to relax / by using / whichever / method / suits / you / best,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_70_명사절을_이끄는_복합관계대명사
715,CHAPTER 12 관계사절,UNIT 70 명사절을 이끄는 복합관계대명사,문장을 완성하라.,"일어날 일은 무엇이든지 / 일어날 것이다, // 우리가 걱정을 하든지 하지 않든지.","{{c1::Whatever is going to happen will happen, whether we worry or not.}}",whatever / is going to / happen / will / happen / whether / we / worry or not,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_70_명사절을_이끄는_복합관계대명사
716,CHAPTER 12 관계사절,UNIT 70 명사절을 이끄는 복합관계대명사,문장을 완성하라.,너는 이룰 수 있다 // 네가 원하는 것은 무엇이든지 / 인생에서. 단지 믿어라 // 네가 할 수 있 다는 것을.,{{c1::You can achieve whatever you want in life. Just believe that you can.}},you / can achieve / whatever / you / want / in life / just believe / that / you / can,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_70_명사절을_이끄는_복합관계대명사
717,CHAPTER 12 관계사절,UNIT 70 명사절을 이끄는 복합관계대명사,문장을 완성하라.,우리는 취할 것이다 // 필요한 조치는 무엇이든지 / 상황을 해결하기 위해.,{{c1::We will take whatever action is necessary to resolve the situation.}},we / will take / whatever / action / is / necessary / to resolve / the situation,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_70_명사절을_이끄는_복합관계대명사
718,CHAPTER 12 관계사절,UNIT 70 명사절을 이끄는 복합관계대명사,문장을 완성하라.,"강한 의지가 있으면, / 당신은 가질 수 있다 // 당신이 원하는 어느 삶이든지 / 어떤 상황에서 도.","{{c1::With a strong will, you can have whichever life you want in any circumstances.}}",with / a strong will / you / can have / whichever / life / you want / in / any circumstances,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_70_명사절을_이끄는_복합관계대명사
719,CHAPTER 12 관계사절,UNIT 70 명사절을 이끄는 복합관계대명사,문장을 완성하라.,그 새로 생긴 매장은 선물을 주었다 / 그곳에서 쇼핑한 누구에게든 / 개장일에.,{{c1::The new store gave a present to whoever shopped there on its opening day.}},the new store / gave / a present / to / whoever / shopped there / on its opening day,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_70_명사절을_이끄는_복합관계대명사
720,CHAPTER 12 관계사절,UNIT 71 선행사를 보충 설명하는 관계사절Ⅰ,문장을 완성하라.,"나는 나의 옛 친구를 만났다, // 그런데 그 친구는 처음에 나를 알아보지 못했다.","{{c1::I met an old friend of mine, who didn’t recognize me at first.}}",I / met / an old friend of mine / who / didn’t recognize / me / at first,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_71_선행사를_보충설명하는_관계사절
721,CHAPTER 12 관계사절,UNIT 71 선행사를 보충 설명하는 관계사절Ⅰ,문장을 완성하라.,"시간은, // 그것의 이빨은 다른 모든 것을 조금씩 갉아먹지만, / 진실 앞에서는 무력하다.","{{c1::Time, whose teeth eat away at everything else, is powerless against truth.}}",time / whose / teeth / eat away / at everything else / is / powerless / against truth,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_71_선행사를_보충설명하는_관계사절
722,CHAPTER 12 관계사절,UNIT 71 선행사를 보충 설명하는 관계사절Ⅰ,문장을 완성하라.,"듣자 하니 수백만이 ‘휴대폰이 없는 공포’로 고통을 받는다, // 그리고 그것에는 ‘노모포비아’라 는 이름이 주어졌다.","{{c1::Millions apparently suffer from “no mobile phobia,” which has been given the name “nomophobia.”}}","millions apparently / suffer from / “no mobile phobia,” / which / has / been / given / the name “nomophobia.”",,,천일문::기본편::CHAPTER_12_관계사절::UNIT_71_선행사를_보충설명하는_관계사절
723,CHAPTER 12 관계사절,UNIT 71 선행사를 보충 설명하는 관계사절Ⅰ,문장을 완성하라.,"태양계는, // 그것에 지구와 화성 같은 행성들이 속해 있는데, / 약 45억 년 전에 형성되었다.","{{c1::The solar system, to which planets like Earth and Mars belong, was formed approximately 4.5 billion years ago.}}",the solar system / to / which / planets like Earth and Mars / belong / was / formed / approximately 4.5 billion years ago,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_71_선행사를_보충설명하는_관계사절
724,CHAPTER 12 관계사절,UNIT 71 선행사를 보충 설명하는 관계사절Ⅰ,문장을 완성하라.,"가장 좋은 방법 중에 하나는 (배우는) / 다른 이들을 가르치는 것이다, // 왜냐하면 그것이 우 리 자신의 학습 경험을 향상시키기 때문이다.","{{c1::One of the best ways to learn is to teach others, which enhances our own learning experience.}}",one of the best ways / to learn / is / to teach / others / which / enhances / our own learning experience,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_71_선행사를_보충설명하는_관계사절
725,CHAPTER 12 관계사절,UNIT 71 선행사를 보충 설명하는 관계사절Ⅰ,문장을 완성하라.,"물은 칼로리가 없다, / 하지만 위장에서 공간을 차지한다, // 그리고 그것이 포만감을 만든다.","{{c1::Water has no calories, but it takes up a space in your stomach, which creates a feeling of fullness.}}",water / has / no calories / but / it / takes up / a space / in your stomach / which / creates / a feeling of fullness,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_71_선행사를_보충설명하는_관계사절
726,CHAPTER 12 관계사절,UNIT 71 선행사를 보충 설명하는 관계사절Ⅰ,문장을 완성하라.,"마음을 치료하는 것은 / 첫 번째 단계이다 (질병을 치료하는 것으로 가는), // 그리고 그것은 치유 원리이다 (<동의보감>에 언급된).","{{c1::Curing the mind is the first step to curing illness, which is a healing principle mentioned in the Dongui Bogam.}}",curing the mind / is / the first step / to curing illness / which is / a healing principle / mentioned / in the Dongui Bogam,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_71_선행사를_보충설명하는_관계사절
727,CHAPTER 12 관계사절,UNIT 71 선행사를 보충 설명하는 관계사절Ⅰ,문장을 완성하라.,"나는 늘 아주 많은 걱정거리를 가지고 있었다, // 그런데 그것들 중 대부분은 어리석은 것이었 다.","{{c1::I’ve always had a great many worries, most of which were silly.}}",i/ have / always / had / a great many worries / most of which / were / silly,,,천일문::기본편::CHAPTER_12_관계사절::UNIT_71_선행사를_보충설명하는_관계사절
